bun path,path.path,filedbentity.previous_file_name,dbentity.display_name,dbentity.status,dbentity.source,topic term name,topic edam_id,data term name,data edam_id,format term name,format edam_id,filedbentity.file_extension,filedbentity.file_date,Year,filedbentity.is_public,filedbentity.is_in_spell,filedbentity.is_in_browser,readme name,filedbentity.description,pmids (|),keywords (|)
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM270_Duke_2015_PRJNA189852.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM271_Duke_2015_PRJNA189853.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM320_Duke_2015_PRJNA189854.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM428_Duke_2015_PRJNA189856.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM450_Duke_2015_PRJNA189857.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM451_Duke_2015_PRJNA189858.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM453_Duke_2015_PRJNA189859.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM456_Duke_2015_PRJNA189860.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM470_Duke_2015_PRJNA189861.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM541_Duke_2015_PRJNA189862.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM554_Duke_2015_PRJNA189863.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM555_Duke_2015_PRJNA189864.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM627_Duke_2015_PRJNA189865.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM681_Duke_2015_PRJNA189866.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM682_Duke_2015_PRJNA189867.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM683_Duke_2015_PRJNA189868.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM689_Duke_2015_PRJNA189869.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM693_Duke_2015_PRJNA189870.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM969_Duke_2015_PRJNA189871.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM972_Duke_2015_PRJNA189872.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM975_Duke_2015_PRJNA189873.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM978_Duke_2015_PRJNA189874.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM981_Duke_2015_PRJNA189875.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM984_Duke_2015_PRJNA189876.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM987_Duke_2015_PRJNA189877.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM990_Duke_2015_PRJNA189878.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM993_Duke_2015_PRJNA189879.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM996_Duke_2015_PRJNA189880.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,Dietrich-sra-metadata.csv,Active,SGD,DNA sequence (raw),topic:3497,Sequence report,data:2955,CSV,format:3752,csv,1/8/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
